id_proposta,pd,score_1a10,decisao,taxa_am,prazo_meses,pct_entrada_minima
P003746,0.2446665040,2,NEGAR,,,
P003747,0.1842398282,3,NEGAR,,,
P003748,0.0423414924,8,APROVAR,0.0240000000,60,0.1500000000
P003749,0.1979038453,3,NEGAR,,,
P003750,0.0749873493,6,APROVAR,0.0260000000,48,0.2000000000
P003751,0.0372001352,8,APROVAR,0.0240000000,60,0.1500000000
P003752,0.3241473069,2,NEGAR,,,
P003753,0.0290512814,9,APROVAR,0.0230000000,60,0.1000000000
P003754,0.0217455023,9,APROVAR,0.0230000000,60,0.1000000000
P003755,0.3474180623,2,NEGAR,,,
P003756,0.3898288488,1,NEGAR,,,
P003757,0.2566807814,2,NEGAR,,,
P003758,0.1320137934,4,NEGAR,,,
P003759,0.3978232558,1,NEGAR,,,
P003760,0.0767034123,5,NEGAR,,,
P003761,0.2600381895,2,NEGAR,,,
P003762,0.2541311917,2,NEGAR,,,
P003763,0.0343347951,9,APROVAR,0.0230000000,60,0.1000000000
P003764,0.0492663987,8,APROVAR,0.0240000000,60,0.1500000000
P003765,0.2526577848,2,NEGAR,,,
P003766,0.0442787206,8,APROVAR,0.0240000000,60,0.1500000000
P003767,0.2821348859,2,NEGAR,,,
P003768,0.0467040470,8,APROVAR,0.0240000000,60,0.1500000000
P003769,0.1648693064,3,NEGAR,,,
P003770,0.1901268514,3,NEGAR,,,
P003771,0.0837488574,5,NEGAR,,,
P003772,0.1202603216,4,NEGAR,,,
P003773,0.0276995265,9,APROVAR,0.0230000000,60,0.1000000000
P003774,0.0200660302,9,APROVAR,0.0230000000,60,0.1000000000
P003775,0.4540476285,1,NEGAR,,,
P003776,0.1365112517,4,NEGAR,,,
P003777,0.0298115282,9,APROVAR,0.0230000000,60,0.1000000000
P003778,0.3494126114,2,NEGAR,,,
P003779,0.0500002324,7,APROVAR,0.0250000000,60,0.1500000000
P003780,0.2073002401,3,NEGAR,,,
P003781,0.3734640736,1,NEGAR,,,
P003782,0.0786138002,5,NEGAR,,,
P003783,0.0222885860,9,APROVAR,0.0230000000,60,0.1000000000
P003784,0.0879958651,5,NEGAR,,,
P003785,0.2251281923,2,NEGAR,,,
P003786,0.2007421370,3,NEGAR,,,
P003787,0.0626105457,6,APROVAR,0.0260000000,48,0.2000000000
P003788,0.2938688342,2,NEGAR,,,
P003789,0.0599603412,7,APROVAR,0.0250000000,60,0.1500000000
P003790,0.3262094133,2,NEGAR,,,
P003791,0.0846591065,5,NEGAR,,,
P003792,0.0407238503,8,APROVAR,0.0240000000,60,0.1500000000
P003793,0.0477192355,8,APROVAR,0.0240000000,60,0.1500000000
P003794,0.3307375046,2,NEGAR,,,
P003795,0.1075099976,4,NEGAR,,,
P003796,0.1719826977,3,NEGAR,,,
P003797,0.1842226681,3,NEGAR,,,
P003798,0.0467907564,8,APROVAR,0.0240000000,60,0.1500000000
P003799,0.0544759611,7,APROVAR,0.0250000000,60,0.1500000000
P003800,0.0627723333,6,APROVAR,0.0260000000,48,0.2000000000
P003801,0.0564364308,7,APROVAR,0.0250000000,60,0.1500000000
P003802,0.0329880695,9,APROVAR,0.0230000000,60,0.1000000000
P003803,0.1022841694,4,NEGAR,,,
P003804,0.1078420503,4,NEGAR,,,
P003805,0.2084509000,3,NEGAR,,,
P003806,0.0417284939,8,APROVAR,0.0240000000,60,0.1500000000
P003807,0.1142917571,4,NEGAR,,,
P003808,0.0890175472,5,NEGAR,,,
P003809,0.3505283763,1,NEGAR,,,
P003810,0.0340939694,9,APROVAR,0.0230000000,60,0.1000000000
P003811,0.0789799934,5,NEGAR,,,
P003812,0.0437535996,8,APROVAR,0.0240000000,60,0.1500000000
P003813,0.2812731666,2,NEGAR,,,
P003814,0.0640457401,6,APROVAR,0.0260000000,48,0.2000000000
P003815,0.1225233947,4,NEGAR,,,
P003816,0.0798511692,5,NEGAR,,,
P003817,0.3272656355,2,NEGAR,,,
P003818,0.4556440728,1,NEGAR,,,
P003819,0.0564614677,7,APROVAR,0.0250000000,60,0.1500000000
P003820,0.2606299580,2,NEGAR,,,
P003821,0.1244126814,4,NEGAR,,,
P003822,0.2772843323,2,NEGAR,,,
P003823,0.3169151888,2,NEGAR,,,
P003824,0.2744241105,2,NEGAR,,,
P003825,0.0636224397,6,APROVAR,0.0260000000,48,0.2000000000
P003826,0.0354981140,8,APROVAR,0.0240000000,60,0.1500000000
P003827,0.2251256508,2,NEGAR,,,
P003828,0.0529345236,7,APROVAR,0.0250000000,60,0.1500000000
P003829,0.1547325319,3,NEGAR,,,
P003830,0.0313666012,9,APROVAR,0.0230000000,60,0.1000000000
P003831,0.0692536004,6,APROVAR,0.0260000000,48,0.2000000000
P003832,0.0482098667,8,APROVAR,0.0240000000,60,0.1500000000
P003833,0.0229997170,9,APROVAR,0.0230000000,60,0.1000000000
P003834,0.0304841567,9,APROVAR,0.0230000000,60,0.1000000000
P003835,0.0499834312,8,APROVAR,0.0240000000,60,0.1500000000
P003836,0.3090183126,2,NEGAR,,,
P003837,0.1473884314,4,NEGAR,,,
P003838,0.0621745131,6,APROVAR,0.0260000000,48,0.2000000000
P003839,0.2205243850,2,NEGAR,,,
P003840,0.0451704096,8,APROVAR,0.0240000000,60,0.1500000000
P003841,0.0206104957,9,APROVAR,0.0230000000,60,0.1000000000
P003842,0.1467621447,4,NEGAR,,,
P003843,0.3113715593,2,NEGAR,,,
P003844,0.0763392013,5,NEGAR,,,
P003845,0.2227150295,2,NEGAR,,,
P003846,0.1369730776,4,NEGAR,,,
P003847,0.1519527770,3,NEGAR,,,
P003848,0.0585087610,7,APROVAR,0.0250000000,60,0.1500000000
P003849,0.0321539728,9,APROVAR,0.0230000000,60,0.1000000000
P003850,0.0942603136,5,NEGAR,,,
P003851,0.0397934432,8,APROVAR,0.0240000000,60,0.1500000000
P003852,0.0484393790,8,APROVAR,0.0240000000,60,0.1500000000
P003853,0.0776888873,5,NEGAR,,,
P003854,0.0827394372,5,NEGAR,,,
P003855,0.0493512159,8,APROVAR,0.0240000000,60,0.1500000000
P003856,0.2970100719,2,NEGAR,,,
P003857,0.0793220921,5,NEGAR,,,
P003858,0.2102836947,3,NEGAR,,,
P003859,0.3463871629,2,NEGAR,,,
P003860,0.4059268824,1,NEGAR,,,
P003861,0.0841071164,5,NEGAR,,,
P003862,0.1802769384,3,NEGAR,,,
P003863,0.2992020750,2,NEGAR,,,
P003864,0.0617154667,6,APROVAR,0.0260000000,48,0.2000000000
P003865,0.3039578500,2,NEGAR,,,
P003866,0.0410214703,8,APROVAR,0.0240000000,60,0.1500000000
P003867,0.1947615059,3,NEGAR,,,
P003868,0.2866574318,2,NEGAR,,,
P003869,0.0387288624,8,APROVAR,0.0240000000,60,0.1500000000
P003870,0.0424623239,8,APROVAR,0.0240000000,60,0.1500000000
P003871,0.0333246731,9,APROVAR,0.0230000000,60,0.1000000000
P003872,0.0449062166,8,APROVAR,0.0240000000,60,0.1500000000
P003873,0.1423523018,4,NEGAR,,,
P003874,0.3337274767,2,NEGAR,,,
P003875,0.0643790269,6,APROVAR,0.0260000000,48,0.2000000000
P003876,0.3082061368,2,NEGAR,,,
P003877,0.0868677898,5,NEGAR,,,
P003878,0.0630274060,6,APROVAR,0.0260000000,48,0.2000000000
P003879,0.3084051209,2,NEGAR,,,
P003880,0.1006564509,4,NEGAR,,,
P003881,0.2293233143,2,NEGAR,,,
P003882,0.0324315025,9,APROVAR,0.0230000000,60,0.1000000000
P003883,0.4398925764,1,NEGAR,,,
P003884,0.0888076447,5,NEGAR,,,
P003885,0.0819931768,5,NEGAR,,,
P003886,0.0776074577,5,NEGAR,,,
P003887,0.2583032152,2,NEGAR,,,
P003888,0.3024585757,2,NEGAR,,,
P003889,0.0760322771,5,NEGAR,,,
P003890,0.0572035819,7,APROVAR,0.0250000000,60,0.1500000000
P003891,0.0933804919,5,NEGAR,,,
P003892,0.1608138514,3,NEGAR,,,
P003893,0.0578494346,7,APROVAR,0.0250000000,60,0.1500000000
P003894,0.0848802500,5,NEGAR,,,
P003895,0.0180208960,10,APROVAR,0.0225000000,60,0.1000000000
P003896,0.1822468347,3,NEGAR,,,
P003897,0.3384281928,2,NEGAR,,,
P003898,0.0256340623,9,APROVAR,0.0230000000,60,0.1000000000
P003899,0.1080975525,4,NEGAR,,,
P003900,0.0637113074,6,APROVAR,0.0260000000,48,0.2000000000
P003901,0.3926650620,1,NEGAR,,,
P003902,0.0818503613,5,NEGAR,,,
P003903,0.1721374675,3,NEGAR,,,
P003904,0.2287548036,2,NEGAR,,,
P003905,0.0556663686,7,APROVAR,0.0250000000,60,0.1500000000
P003906,0.1793784191,3,NEGAR,,,
P003907,0.0562353786,7,APROVAR,0.0250000000,60,0.1500000000
P003908,0.1839500044,3,NEGAR,,,
P003909,0.3996444714,1,NEGAR,,,
P003910,0.0712417505,6,APROVAR,0.0260000000,48,0.2000000000
P003911,0.0346361959,9,APROVAR,0.0230000000,60,0.1000000000
P003912,0.3668641616,1,NEGAR,,,
P003913,0.0654026500,6,APROVAR,0.0260000000,48,0.2000000000
P003914,0.0328405287,9,APROVAR,0.0230000000,60,0.1000000000
P003915,0.0450047965,8,APROVAR,0.0240000000,60,0.1500000000
P003916,0.0631683166,6,APROVAR,0.0260000000,48,0.2000000000
P003917,0.3683668743,1,NEGAR,,,
P003918,0.1622335824,3,NEGAR,,,
P003919,0.0631091669,6,APROVAR,0.0260000000,48,0.2000000000
P003920,0.0412401897,8,APROVAR,0.0240000000,60,0.1500000000
P003921,0.0447342271,8,APROVAR,0.0240000000,60,0.1500000000
P003922,0.3023000479,2,NEGAR,,,
P003923,0.0430284499,8,APROVAR,0.0240000000,60,0.1500000000
P003924,0.1528622275,3,NEGAR,,,
P003925,0.0328970569,9,APROVAR,0.0230000000,60,0.1000000000
P003926,0.0461910313,8,APROVAR,0.0240000000,60,0.1500000000
P003927,0.0353646213,8,APROVAR,0.0240000000,60,0.1500000000
P003928,0.2379498346,2,NEGAR,,,
P003929,0.0693898975,6,APROVAR,0.0260000000,48,0.2000000000
P003930,0.0438922712,8,APROVAR,0.0240000000,60,0.1500000000
P003931,0.0384810578,8,APROVAR,0.0240000000,60,0.1500000000
P003932,0.1011817042,4,NEGAR,,,
P003933,0.1798911180,3,NEGAR,,,
P003934,0.2690994869,2,NEGAR,,,
P003935,0.1661865025,3,NEGAR,,,
P003936,0.0626155274,6,APROVAR,0.0260000000,48,0.2000000000
P003937,0.2524632512,2,NEGAR,,,
P003938,0.1007112805,4,NEGAR,,,
P003939,0.0368386451,8,APROVAR,0.0240000000,60,0.1500000000
P003940,0.2028663926,3,NEGAR,,,
P003941,0.0431344639,8,APROVAR,0.0240000000,60,0.1500000000
P003942,0.1578818578,3,NEGAR,,,
P003943,0.0383142027,8,APROVAR,0.0240000000,60,0.1500000000
P003944,0.2525664127,2,NEGAR,,,
P003945,0.0497915714,8,APROVAR,0.0240000000,60,0.1500000000
P003946,0.0440848748,8,APROVAR,0.0240000000,60,0.1500000000
P003947,0.1596728423,3,NEGAR,,,
P003948,0.0343807356,9,APROVAR,0.0230000000,60,0.1000000000
P003949,0.5633076228,1,NEGAR,,,
P003950,0.2265741230,2,NEGAR,,,
P003951,0.3731785734,1,NEGAR,,,
P003952,0.4071840360,1,NEGAR,,,
P003953,0.0273826662,9,APROVAR,0.0230000000,60,0.1000000000
P003954,0.4781998320,1,NEGAR,,,
P003955,0.0408643518,8,APROVAR,0.0240000000,60,0.1500000000
P003956,0.0368817135,8,APROVAR,0.0240000000,60,0.1500000000
P003957,0.2570590813,2,NEGAR,,,
P003958,0.0295014577,9,APROVAR,0.0230000000,60,0.1000000000
P003959,0.1426571361,4,NEGAR,,,
P003960,0.1609816164,3,NEGAR,,,
P003961,0.1069707294,4,NEGAR,,,
P003962,0.0969755322,5,NEGAR,,,
P003963,0.3422764314,2,NEGAR,,,
P003964,0.3052261572,2,NEGAR,,,
P003965,0.2130952486,3,NEGAR,,,
P003966,0.1622098167,3,NEGAR,,,
P003967,0.0245645825,9,APROVAR,0.0230000000,60,0.1000000000
P003968,0.3142118601,2,NEGAR,,,
P003969,0.2920017373,2,NEGAR,,,
P003970,0.2223749976,2,NEGAR,,,
P003971,0.3107927086,2,NEGAR,,,
P003972,0.0337962776,9,APROVAR,0.0230000000,60,0.1000000000
P003973,0.2364977603,2,NEGAR,,,
P003974,0.0354711080,8,APROVAR,0.0240000000,60,0.1500000000
P003975,0.0212931051,9,APROVAR,0.0230000000,60,0.1000000000
P003976,0.1742969411,3,NEGAR,,,
P003977,0.1607858111,3,NEGAR,,,
P003978,0.0260086569,9,APROVAR,0.0230000000,60,0.1000000000
P003979,0.0786400223,5,NEGAR,,,
P003980,0.0219636935,9,APROVAR,0.0230000000,60,0.1000000000
P003981,0.0370687127,8,APROVAR,0.0240000000,60,0.1500000000
P003982,0.0639634635,6,APROVAR,0.0260000000,48,0.2000000000
P003983,0.3006299026,2,NEGAR,,,
P003984,0.2440724709,2,NEGAR,,,
P003985,0.1900900354,3,NEGAR,,,
P003986,0.0506736693,7,APROVAR,0.0250000000,60,0.1500000000
P003987,0.4148789024,1,NEGAR,,,
P003988,0.0631222145,6,APROVAR,0.0260000000,48,0.2000000000
P003989,0.0910873686,5,NEGAR,,,
P003990,0.3088903908,2,NEGAR,,,
P003991,0.2848334736,2,NEGAR,,,
P003992,0.4288460831,1,NEGAR,,,
P003993,0.3521279878,1,NEGAR,,,
P003994,0.1110263452,4,NEGAR,,,
P003995,0.3929912692,1,NEGAR,,,
P003996,0.3584960429,1,NEGAR,,,
P003997,0.0681269661,6,APROVAR,0.0260000000,48,0.2000000000
P003998,0.1835896518,3,NEGAR,,,
P003999,0.1006333180,4,NEGAR,,,
P004000,0.1374561161,4,NEGAR,,,
P004001,0.2060991383,3,NEGAR,,,
P004002,0.2897093272,2,NEGAR,,,
P004003,0.2009793422,3,NEGAR,,,
P004004,0.2936963961,2,NEGAR,,,
P004005,0.2944638243,2,NEGAR,,,
P004006,0.2566012058,2,NEGAR,,,
P004007,0.0385489153,8,APROVAR,0.0240000000,60,0.1500000000
P004008,0.0393344225,8,APROVAR,0.0240000000,60,0.1500000000
P004009,0.2552833113,2,NEGAR,,,
P004010,0.0554263012,7,APROVAR,0.0250000000,60,0.1500000000
P004011,0.1888389746,3,NEGAR,,,
P004012,0.3091348448,2,NEGAR,,,
P004013,0.1910414317,3,NEGAR,,,
P004014,0.2273473650,2,NEGAR,,,
P004015,0.2715259446,2,NEGAR,,,
P004016,0.4406742265,1,NEGAR,,,
P004017,0.0355950689,8,APROVAR,0.0240000000,60,0.1500000000
P004018,0.0308274465,9,APROVAR,0.0230000000,60,0.1000000000
P004019,0.4106480653,1,NEGAR,,,
P004020,0.0263161898,9,APROVAR,0.0230000000,60,0.1000000000
P004021,0.3778889421,1,NEGAR,,,
P004022,0.0584922263,7,APROVAR,0.0250000000,60,0.1500000000
P004023,0.2666578278,2,NEGAR,,,
P004024,0.0426641883,8,APROVAR,0.0240000000,60,0.1500000000
P004025,0.1689302047,3,NEGAR,,,
P004026,0.1448116821,4,NEGAR,,,
P004027,0.2479670062,2,NEGAR,,,
P004028,0.0307756767,9,APROVAR,0.0230000000,60,0.1000000000
P004029,0.1785113536,3,NEGAR,,,
P004030,0.0269710393,9,APROVAR,0.0230000000,60,0.1000000000
P004031,0.0435017744,8,APROVAR,0.0240000000,60,0.1500000000
P004032,0.0373538255,8,APROVAR,0.0240000000,60,0.1500000000
P004033,0.0282855450,9,APROVAR,0.0230000000,60,0.1000000000
P004034,0.2617468770,2,NEGAR,,,
P004035,0.0230982720,9,APROVAR,0.0230000000,60,0.1000000000
P004036,0.3219936397,2,NEGAR,,,
P004037,0.0518908074,7,APROVAR,0.0250000000,60,0.1500000000
P004038,0.0295192408,9,APROVAR,0.0230000000,60,0.1000000000
P004039,0.5653650595,1,NEGAR,,,
P004040,0.0365510325,8,APROVAR,0.0240000000,60,0.1500000000
P004041,0.0717149576,6,APROVAR,0.0260000000,48,0.2000000000
P004042,0.0464766183,8,APROVAR,0.0240000000,60,0.1500000000
P004043,0.2128228342,3,NEGAR,,,
P004044,0.3102920312,2,NEGAR,,,
P004045,0.2203334829,2,NEGAR,,,
P004046,0.1726621146,3,NEGAR,,,
P004047,0.2023008435,3,NEGAR,,,
P004048,0.2271793818,2,NEGAR,,,
P004049,0.0201437617,9,APROVAR,0.0230000000,60,0.1000000000
P004050,0.1554634186,3,NEGAR,,,
P004051,0.0521916315,7,APROVAR,0.0250000000,60,0.1500000000
P004052,0.1162505783,4,NEGAR,,,
P004053,0.2359728183,2,NEGAR,,,
P004054,0.0333928875,9,APROVAR,0.0230000000,60,0.1000000000
P004055,0.2679387417,2,NEGAR,,,
P004056,0.0432883156,8,APROVAR,0.0240000000,60,0.1500000000
P004057,0.0684591683,6,APROVAR,0.0260000000,48,0.2000000000
P004058,0.1199139611,4,NEGAR,,,
P004059,0.0802330014,5,NEGAR,,,
P004060,0.0378365055,8,APROVAR,0.0240000000,60,0.1500000000
P004061,0.0317141414,9,APROVAR,0.0230000000,60,0.1000000000
P004062,0.0343917296,9,APROVAR,0.0230000000,60,0.1000000000
P004063,0.0184723273,10,APROVAR,0.0225000000,60,0.1000000000
P004064,0.2098982475,3,NEGAR,,,
P004065,0.1278168856,4,NEGAR,,,
P004066,0.4368712397,1,NEGAR,,,
P004067,0.0448401316,8,APROVAR,0.0240000000,60,0.1500000000
P004068,0.0398696575,8,APROVAR,0.0240000000,60,0.1500000000
P004069,0.1005804573,4,NEGAR,,,
P004070,0.0401656441,8,APROVAR,0.0240000000,60,0.1500000000
P004071,0.0506405857,7,APROVAR,0.0250000000,60,0.1500000000
P004072,0.0494159314,8,APROVAR,0.0240000000,60,0.1500000000
P004073,0.2036738660,3,NEGAR,,,
P004074,0.0369503251,8,APROVAR,0.0240000000,60,0.1500000000
P004075,0.2252742264,2,NEGAR,,,
P004076,0.5188878406,1,NEGAR,,,
P004077,0.3800462967,1,NEGAR,,,
P004078,0.3002071931,2,NEGAR,,,
P004079,0.0421300647,8,APROVAR,0.0240000000,60,0.1500000000
P004080,0.1669080704,3,NEGAR,,,
P004081,0.1025294448,4,NEGAR,,,
P004082,0.0366721207,8,APROVAR,0.0240000000,60,0.1500000000
P004083,0.0414310128,8,APROVAR,0.0240000000,60,0.1500000000
P004084,0.2497208941,2,NEGAR,,,
P004085,0.0216951874,9,APROVAR,0.0230000000,60,0.1000000000
P004086,0.0333834450,9,APROVAR,0.0230000000,60,0.1000000000
P004087,0.1427479975,4,NEGAR,,,
P004088,0.0467443321,8,APROVAR,0.0240000000,60,0.1500000000
P004089,0.0301679495,9,APROVAR,0.0230000000,60,0.1000000000
P004090,0.2999545290,2,NEGAR,,,
P004091,0.2677351834,2,NEGAR,,,
P004092,0.0427871528,8,APROVAR,0.0240000000,60,0.1500000000
P004093,0.0684946078,6,APROVAR,0.0260000000,48,0.2000000000
P004094,0.3763410307,1,NEGAR,,,
P004095,0.1465820824,4,NEGAR,,,
P004096,0.0225261218,9,APROVAR,0.0230000000,60,0.1000000000
P004097,0.1524578439,3,NEGAR,,,
P004098,0.0450194083,8,APROVAR,0.0240000000,60,0.1500000000
P004099,0.0370103487,8,APROVAR,0.0240000000,60,0.1500000000
P004100,0.0430075911,8,APROVAR,0.0240000000,60,0.1500000000
P004101,0.3335670237,2,NEGAR,,,
P004102,0.0265784218,9,APROVAR,0.0230000000,60,0.1000000000
P004103,0.0475281188,8,APROVAR,0.0240000000,60,0.1500000000
P004104,0.2776774790,2,NEGAR,,,
P004105,0.1279337856,4,NEGAR,,,
P004106,0.0979170538,5,NEGAR,,,
P004107,0.0671793507,6,APROVAR,0.0260000000,48,0.2000000000
P004108,0.0327361799,9,APROVAR,0.0230000000,60,0.1000000000
P004109,0.0606464892,6,APROVAR,0.0260000000,48,0.2000000000
P004110,0.0358727138,8,APROVAR,0.0240000000,60,0.1500000000
P004111,0.0421512322,8,APROVAR,0.0240000000,60,0.1500000000
P004112,0.0973788102,5,NEGAR,,,
P004113,0.0341022204,9,APROVAR,0.0230000000,60,0.1000000000
P004114,0.0472266743,8,APROVAR,0.0240000000,60,0.1500000000
P004115,0.2533487015,2,NEGAR,,,
P004116,0.3310456632,2,NEGAR,,,
P004117,0.1307745596,4,NEGAR,,,
P004118,0.0662807386,6,APROVAR,0.0260000000,48,0.2000000000
P004119,0.0637486207,6,APROVAR,0.0260000000,48,0.2000000000
P004120,0.3375199391,2,NEGAR,,,
P004121,0.0383136117,8,APROVAR,0.0240000000,60,0.1500000000
P004122,0.0288295564,9,APROVAR,0.0230000000,60,0.1000000000
P004123,0.1820911382,3,NEGAR,,,
P004124,0.2457235892,2,NEGAR,,,
P004125,0.2166453706,3,NEGAR,,,
P004126,0.0408824706,8,APROVAR,0.0240000000,60,0.1500000000
P004127,0.1531722053,3,NEGAR,,,
P004128,0.0333415191,9,APROVAR,0.0230000000,60,0.1000000000
P004129,0.0415423278,8,APROVAR,0.0240000000,60,0.1500000000
P004130,0.0494398378,8,APROVAR,0.0240000000,60,0.1500000000
P004131,0.4276345427,1,NEGAR,,,
P004132,0.1062365886,4,NEGAR,,,
P004133,0.3054827367,2,NEGAR,,,
P004134,0.0623824808,6,APROVAR,0.0260000000,48,0.2000000000
P004135,0.3345866997,2,NEGAR,,,
P004136,0.0261560415,9,APROVAR,0.0230000000,60,0.1000000000
P004137,0.0877171965,5,NEGAR,,,
P004138,0.0415716609,8,APROVAR,0.0240000000,60,0.1500000000
P004139,0.2179219631,3,NEGAR,,,
P004140,0.0280322018,9,APROVAR,0.0230000000,60,0.1000000000
P004141,0.0420471040,8,APROVAR,0.0240000000,60,0.1500000000
P004142,0.3343735171,2,NEGAR,,,
P004143,0.0357961883,8,APROVAR,0.0240000000,60,0.1500000000
P004144,0.1501015990,3,NEGAR,,,
P004145,0.0351198542,8,APROVAR,0.0240000000,60,0.1500000000
P004146,0.1474468817,4,NEGAR,,,
P004147,0.3827074897,1,NEGAR,,,
P004148,0.1373405044,4,NEGAR,,,
P004149,0.0950291931,5,NEGAR,,,
P004150,0.1536122345,3,NEGAR,,,
P004151,0.1741293718,3,NEGAR,,,
P004152,0.2305143629,2,NEGAR,,,
P004153,0.2606091655,2,NEGAR,,,
P004154,0.1831258233,3,NEGAR,,,
P004155,0.0414810152,8,APROVAR,0.0240000000,60,0.1500000000
P004156,0.0348712590,9,APROVAR,0.0230000000,60,0.1000000000
P004157,0.0327447457,9,APROVAR,0.0230000000,60,0.1000000000
P004158,0.0535919473,7,APROVAR,0.0250000000,60,0.1500000000
P004159,0.0721814414,6,APROVAR,0.0260000000,48,0.2000000000
P004160,0.0594256702,7,APROVAR,0.0250000000,60,0.1500000000
P004161,0.0910406594,5,NEGAR,,,
P004162,0.0535168199,7,APROVAR,0.0250000000,60,0.1500000000
P004163,0.0388508072,8,APROVAR,0.0240000000,60,0.1500000000
P004164,0.0350394556,8,APROVAR,0.0240000000,60,0.1500000000
P004165,0.3229612078,2,NEGAR,,,
P004166,0.0467354698,8,APROVAR,0.0240000000,60,0.1500000000
P004167,0.1680676195,3,NEGAR,,,
P004168,0.1697297527,3,NEGAR,,,
P004169,0.1123164924,4,NEGAR,,,
P004170,0.1813948135,3,NEGAR,,,
P004171,0.1960457530,3,NEGAR,,,
P004172,0.0810520836,5,NEGAR,,,
P004173,0.2198233873,3,NEGAR,,,
P004174,0.1488596032,4,NEGAR,,,
P004175,0.0423643291,8,APROVAR,0.0240000000,60,0.1500000000
P004176,0.1630881867,3,NEGAR,,,
P004177,0.0499079933,8,APROVAR,0.0240000000,60,0.1500000000
P004178,0.0759163605,5,NEGAR,,,
P004179,0.0305026590,9,APROVAR,0.0230000000,60,0.1000000000
P004180,0.0622097020,6,APROVAR,0.0260000000,48,0.2000000000
P004181,0.0370822783,8,APROVAR,0.0240000000,60,0.1500000000
P004182,0.1671584291,3,NEGAR,,,
P004183,0.0772561309,5,NEGAR,,,
P004184,0.0457317988,8,APROVAR,0.0240000000,60,0.1500000000
P004185,0.0474475641,8,APROVAR,0.0240000000,60,0.1500000000
P004186,0.0551981629,7,APROVAR,0.0250000000,60,0.1500000000
P004187,0.0636820361,6,APROVAR,0.0260000000,48,0.2000000000
P004188,0.1727356165,3,NEGAR,,,
P004189,0.0553496295,7,APROVAR,0.0250000000,60,0.1500000000
P004190,0.2857768851,2,NEGAR,,,
P004191,0.0521571685,7,APROVAR,0.0250000000,60,0.1500000000
P004192,0.0512643401,7,APROVAR,0.0250000000,60,0.1500000000
P004193,0.0381526578,8,APROVAR,0.0240000000,60,0.1500000000
P004194,0.0370542349,8,APROVAR,0.0240000000,60,0.1500000000
P004195,0.0421606335,8,APROVAR,0.0240000000,60,0.1500000000
P004196,0.0629184320,6,APROVAR,0.0260000000,48,0.2000000000
P004197,0.0603499374,6,APROVAR,0.0260000000,48,0.2000000000
P004198,0.2042836655,3,NEGAR,,,
P004199,0.0204015286,9,APROVAR,0.0230000000,60,0.1000000000
P004200,0.0957216642,5,NEGAR,,,
P004201,0.0646025024,6,APROVAR,0.0260000000,48,0.2000000000
P004202,0.1089055781,4,NEGAR,,,
P004203,0.1751043537,3,NEGAR,,,
P004204,0.1442673443,4,NEGAR,,,
P004205,0.0515036695,7,APROVAR,0.0250000000,60,0.1500000000
P004206,0.3920398631,1,NEGAR,,,
P004207,0.0403685398,8,APROVAR,0.0240000000,60,0.1500000000
P004208,0.3177222980,2,NEGAR,,,
P004209,0.0202637219,9,APROVAR,0.0230000000,60,0.1000000000
P004210,0.0287384221,9,APROVAR,0.0230000000,60,0.1000000000
P004211,0.2331510399,2,NEGAR,,,
P004212,0.0653434973,6,APROVAR,0.0260000000,48,0.2000000000
P004213,0.1584801831,3,NEGAR,,,
P004214,0.0387147539,8,APROVAR,0.0240000000,60,0.1500000000
P004215,0.1992497308,3,NEGAR,,,
P004216,0.2638948115,2,NEGAR,,,
P004217,0.0751897248,5,NEGAR,,,
P004218,0.2344519249,2,NEGAR,,,
P004219,0.2648380802,2,NEGAR,,,
P004220,0.0993495473,5,NEGAR,,,
P004221,0.0887846856,5,NEGAR,,,
P004222,0.0898170408,5,NEGAR,,,
P004223,0.3096438776,2,NEGAR,,,
P004224,0.0334201939,9,APROVAR,0.0230000000,60,0.1000000000
P004225,0.0301611357,9,APROVAR,0.0230000000,60,0.1000000000
P004226,0.0491089312,8,APROVAR,0.0240000000,60,0.1500000000
P004227,0.0339556458,9,APROVAR,0.0230000000,60,0.1000000000
P004228,0.0666130111,6,APROVAR,0.0260000000,48,0.2000000000
P004229,0.4040037963,1,NEGAR,,,
P004230,0.3497414852,2,NEGAR,,,
P004231,0.0634026934,6,APROVAR,0.0260000000,48,0.2000000000
P004232,0.0442865447,8,APROVAR,0.0240000000,60,0.1500000000
P004233,0.0505494693,7,APROVAR,0.0250000000,60,0.1500000000
P004234,0.0675297225,6,APROVAR,0.0260000000,48,0.2000000000
P004235,0.0319755779,9,APROVAR,0.0230000000,60,0.1000000000
P004236,0.0328630918,9,APROVAR,0.0230000000,60,0.1000000000
P004237,0.2964625718,2,NEGAR,,,
P004238,0.3642991872,1,NEGAR,,,
P004239,0.0843278075,5,NEGAR,,,
P004240,0.0381143412,8,APROVAR,0.0240000000,60,0.1500000000
P004241,0.1314764685,4,NEGAR,,,
P004242,0.0886484150,5,NEGAR,,,
P004243,0.2529083154,2,NEGAR,,,
P004244,0.2082410184,3,NEGAR,,,
P004245,0.0454587852,8,APROVAR,0.0240000000,60,0.1500000000
P004246,0.3441138504,2,NEGAR,,,
P004247,0.0490382508,8,APROVAR,0.0240000000,60,0.1500000000
P004248,0.2862369100,2,NEGAR,,,
P004249,0.3025971575,2,NEGAR,,,
